hgnc	ens
SLC22A18AS	ENSG00000254827
BCAT2	ENSG00000105552
MYRIP	ENSG00000170011
LINC02723	ENSG00000231680
STX10	ENSG00000104915
PROB1	ENSG00000228672
UBE3A	ENSG00000114062
	ENSG00000188002
OSBP2	ENSG00000184792
PCGF3	ENSG00000185619
CDC25A	ENSG00000164045
UBAP2	ENSG00000137073
SEMA4G	ENSG00000095539
CD36	ENSG00000135218
PRRC2C	ENSG00000117523
TOMM7	ENSG00000196683
IL33	ENSG00000137033
CLBA1	ENSG00000140104
LUZP1	ENSG00000169641
CAP2	ENSG00000112186
ANAPC15	ENSG00000110200
BDNF	ENSG00000176697
DENND5A	ENSG00000184014
SNIP1	ENSG00000163877
SRD5A3	ENSG00000128039
SLC22A3	ENSG00000146477
NOC3L	ENSG00000173145
SRD5A3-AS1	ENSG00000249700
CDCA4	ENSG00000170779
CROT	ENSG00000005469
SNHG26	ENSG00000228649
TNRC6B	ENSG00000100354
TAC4	ENSG00000176358
POTEI	ENSG00000196834
SIPA1	ENSG00000213445
SLC66A2	ENSG00000122490
FAM171A1	ENSG00000148468
ZNF561	ENSG00000171469
CUX1	ENSG00000257923
TRAP1	ENSG00000126602
CDKN2D	ENSG00000129355
FBLN5	ENSG00000140092
	ENSG00000279419
GPR37	ENSG00000170775
SLC6A10P	ENSG00000214617
EBF1	ENSG00000164330
CTDSP2	ENSG00000175215
UQCRFS1	ENSG00000169021
	ENSG00000264812
KCNK6	ENSG00000099337
DIS3L2	ENSG00000144535
TAF1B	ENSG00000115750
WDR74	ENSG00000133316
	ENSG00000249592
MMADHC	ENSG00000168288
MIB1	ENSG00000101752
CATSPERG	ENSG00000099338
NR2F6	ENSG00000160113
POP4	ENSG00000105171
ZDHHC4	ENSG00000136247
DNALI1	ENSG00000163879
GMEB1	ENSG00000162419
	ENSG00000266896
HAMP	ENSG00000105697
ANO4	ENSG00000151572
PODN	ENSG00000174348
HMG20A	ENSG00000140382
ANKLE1	ENSG00000160117
GNL2	ENSG00000134697
BRK1	ENSG00000254999
IER2	ENSG00000160888
VHL	ENSG00000134086
LINC02202	ENSG00000245812
AKR1B1	ENSG00000085662
SMIM1	ENSG00000235169
COL2A1	ENSG00000139219
CHST3	ENSG00000122863
GUF1	ENSG00000151806
PDE3B	ENSG00000152270
SPTLC3	ENSG00000172296
TAFA5	ENSG00000219438
SPOCK2	ENSG00000107742
STXBP4	ENSG00000166263
MYBL1	ENSG00000185697
GALNT14	ENSG00000158089
GPR160	ENSG00000173890
SPACA9	ENSG00000165698
EBAG9	ENSG00000147654
	ENSG00000279033
FBXO36	ENSG00000153832
GPR132	ENSG00000183484
GNPDA2	ENSG00000163281
NUDT7	ENSG00000140876
	ENSG00000251143
GALNT16	ENSG00000100626
DLX4	ENSG00000108813
TXNL4A	ENSG00000141759
CD22	ENSG00000012124
IL18BP	ENSG00000137496
USHBP1	ENSG00000130307
TRIP12	ENSG00000153827
TUBB4B	ENSG00000188229
FBXO34	ENSG00000178974
NUDT4P2	ENSG00000271121
NBPF9	ENSG00000269713
SEC22B4P	ENSG00000277406
MDN1	ENSG00000112159
FAM83A	ENSG00000147689
LMCD1	ENSG00000071282
AP1M2	ENSG00000129354
ZNF711	ENSG00000147180
HSBP1L1	ENSG00000226742
PLCL1	ENSG00000115896
NFKBIA	ENSG00000100906
SPECC1L-ADORA2A	ENSG00000258555
MSANTD4	ENSG00000170903
UBXN8	ENSG00000104691
STK4	ENSG00000101109
UPB1	ENSG00000100024
LDB3	ENSG00000122367
YTHDF2	ENSG00000198492
MRPL36	ENSG00000171421
AKAP12	ENSG00000131016
PSMD8	ENSG00000099341
YPEL2	ENSG00000175155
MRPS6	ENSG00000243927
	ENSG00000259820
SEPTIN9	ENSG00000184640
	ENSG00000285722
ADORA2A	ENSG00000128271
GDE1	ENSG00000006007
SLC5A3	ENSG00000198743
CIT	ENSG00000122966
GIHCG	ENSG00000257698
TMPRSS4	ENSG00000137648
ATP23	ENSG00000166896
ZBTB2	ENSG00000181472
HSD17B14	ENSG00000087076
DHX40	ENSG00000108406
BABAM1	ENSG00000105393
APCDD1	ENSG00000154856
SNAPC1	ENSG00000023608
RBM45	ENSG00000155636
SLC9A3R2	ENSG00000065054
RFK	ENSG00000135002
MAST3	ENSG00000099308
SPECC1L	ENSG00000100014
EXD2	ENSG00000081177
	ENSG00000260934
	ENSG00000228429
	ENSG00000280244
DNAH14	ENSG00000185842
HIF1A	ENSG00000100644
SLC66A1	ENSG00000040487
PLEKHA4	ENSG00000105559
NUMA1	ENSG00000137497
DNASE1	ENSG00000213918
IL12RB1	ENSG00000096996
TJP1	ENSG00000104067
SPRED3	ENSG00000188766
CTDSPL	ENSG00000144677
TMEM198	ENSG00000188760
ABLIM1	ENSG00000099204
TMBIM6	ENSG00000139644
CHPF	ENSG00000123989
	ENSG00000237807
RNF114	ENSG00000124226
HBA1	ENSG00000206172
SH3BP5-AS1	ENSG00000224660
SH3BP5	ENSG00000131370
SNURF	ENSG00000273173
VMP1	ENSG00000062716
UBA6-AS1	ENSG00000248049
DNAJC18	ENSG00000170464
PLAG1	ENSG00000181690
FAM98C	ENSG00000130244
SMIM11A	ENSG00000205670
PHF13	ENSG00000116273
RMND1	ENSG00000155906
TOE1	ENSG00000132773
KLHL21	ENSG00000162413
	ENSG00000260141
PPP1R15A	ENSG00000087074
CYP2R1	ENSG00000186104
ADD2	ENSG00000075340
PCNX1	ENSG00000100731
CSTF2T	ENSG00000177613
KRBOX4	ENSG00000147121
TESK2	ENSG00000070759
	ENSG00000273702
DKK1	ENSG00000107984
CA2	ENSG00000104267
CSMD1	ENSG00000183117
CHM	ENSG00000188419
PTRH2	ENSG00000141378
FGFR1OP2	ENSG00000111790
RASGRP4	ENSG00000171777
HNRNPD	ENSG00000138668
ARMT1	ENSG00000146476
PRKG1	ENSG00000185532
CLTC	ENSG00000141367
	ENSG00000280234
SNRPN	ENSG00000128739
	ENSG00000213279
CCDC170	ENSG00000120262
C22orf34	ENSG00000188511
MET	ENSG00000105976
ATG14	ENSG00000126775
KCNE1	ENSG00000180509
NUCB1	ENSG00000104805
OPRD1	ENSG00000116329
VAV2	ENSG00000160293
CA13	ENSG00000185015
THAP3	ENSG00000041988
DPY19L1	ENSG00000173852
	ENSG00000268836
APOL4	ENSG00000100336
NR3C1	ENSG00000113580
IFI30	ENSG00000216490
TTLL6	ENSG00000170703
PRKG1-AS1	ENSG00000236671
OSBPL6	ENSG00000079156
ADAT2	ENSG00000189007
ZFP36L2	ENSG00000152518
DPY19L2P1	ENSG00000189212
	ENSG00000271643
PACSIN2	ENSG00000100266
ID1	ENSG00000125968
DNAJC11	ENSG00000007923
PIK3R2	ENSG00000105647
PHLDA2	ENSG00000181649
NDUFS6	ENSG00000145494
VAT1L	ENSG00000171724
AASDHPPT	ENSG00000149313
	ENSG00000259420
MORC2	ENSG00000133422
SOX2-OT	ENSG00000242808
PEX3	ENSG00000034693
KBTBD3	ENSG00000182359
PPP2CB	ENSG00000104695
PTK2B	ENSG00000120899
RAB3GAP2	ENSG00000118873
SEMA4D	ENSG00000187764
	ENSG00000261135
SGK1	ENSG00000118515
EEF1A1P28	ENSG00000237709
HYDIN2	ENSG00000276975
HMGN2P5	ENSG00000234664
SNAI1	ENSG00000124216
GADL1	ENSG00000144644
THADA	ENSG00000115970
	ENSG00000269973
FUCA2	ENSG00000001036
LINC01355	ENSG00000261326
	ENSG00000284726
CD209	ENSG00000090659
OLFML2A	ENSG00000185585
BAX	ENSG00000087088
VDAC1P8	ENSG00000229036
CYP27C1	ENSG00000186684
PRPF40B	ENSG00000110844
TUSC3	ENSG00000104723
TMEM165	ENSG00000134851
UBE2V1	ENSG00000244687
FAM120B	ENSG00000112584
LINC01226	ENSG00000284543
FAM122A	ENSG00000187866
TINAGL1	ENSG00000142910
PIP5K1B	ENSG00000107242
	ENSG00000286071
TSNAX	ENSG00000116918
CD44	ENSG00000026508
GATA6	ENSG00000141448
CLOCK	ENSG00000134852
BAMBI	ENSG00000095739
ZNF561-AS1	ENSG00000267106
LRRC47	ENSG00000130764
	ENSG00000284948
FTL	ENSG00000087086
ZNF562	ENSG00000171466
	ENSG00000267009
NBPF1	ENSG00000219481
CPLX1	ENSG00000168993
PRKAR1A	ENSG00000108946
	ENSG00000280118
DENND6B	ENSG00000205593
IRAK2	ENSG00000134070
DLL1	ENSG00000198719
ABALON	ENSG00000281376
PRUNE2	ENSG00000106772
BCL2L1	ENSG00000171552
SNHG14	ENSG00000224078
ARFGAP3	ENSG00000242247
TAF3	ENSG00000165632
FAM8A1	ENSG00000137414
FMNL3	ENSG00000161791
IGFBP3	ENSG00000146674
ITGA8	ENSG00000077943
	ENSG00000226789
GYS1	ENSG00000104812
	ENSG00000249731
NTHL1	ENSG00000065057
EGLN1	ENSG00000135766
LINC01517	ENSG00000232624
TMEM189-UBE2V1	ENSG00000124208
GUCY1A2	ENSG00000152402
RNF145	ENSG00000145860
	ENSG00000271122
HERPUD2	ENSG00000122557
	ENSG00000280248
TMEM189	ENSG00000240849
RNF213	ENSG00000173821
CORO2A	ENSG00000106789
MFSD5	ENSG00000182544
PCA3	ENSG00000225937
ETAA1	ENSG00000143971
HDDC2	ENSG00000111906
	ENSG00000272631
GCNT1	ENSG00000187210
DCAF12	ENSG00000198876
DNAJC19	ENSG00000205981
TP53	ENSG00000141510
TNFAIP2	ENSG00000185215
IFRD2	ENSG00000214706
	ENSG00000279134
IRX2	ENSG00000170561
PCGF6	ENSG00000156374
ABCB4	ENSG00000005471
ZMAT5	ENSG00000100319
TRIM52	ENSG00000183718
AKR1B10	ENSG00000198074
SOX2	ENSG00000181449
TPD52L1	ENSG00000111907
LRBA	ENSG00000198589
	ENSG00000233937
KCNS1	ENSG00000124134
RUVBL2	ENSG00000183207
NADK2	ENSG00000152620
TRIM52-AS1	ENSG00000248275
NUP153	ENSG00000124789
VCPIP1	ENSG00000175073
RACK1	ENSG00000204628
KHDRBS3	ENSG00000131773
LIN52	ENSG00000205659
SNHG19	ENSG00000260260
TCF4	ENSG00000196628
	ENSG00000279801
	ENSG00000283196
NAA80	ENSG00000243477
PCDHA10	ENSG00000250120
KIF1B	ENSG00000054523
CADPS	ENSG00000163618
PLEKHF1	ENSG00000166289
RPL35	ENSG00000136942
APOL2	ENSG00000128335
TEX15	ENSG00000133863
C19orf12	ENSG00000131943
UHRF2	ENSG00000147854
HLF	ENSG00000108924
C8orf76	ENSG00000189376
HYAL3	ENSG00000186792
	ENSG00000248161
ENDOV	ENSG00000173818
ARF6	ENSG00000165527
ARSG	ENSG00000141337
LHB	ENSG00000104826
SLC39A8	ENSG00000138821
NARF	ENSG00000141562
MIER1	ENSG00000198160
CCNE1	ENSG00000105173
WRN	ENSG00000165392
ZHX1	ENSG00000165156
	ENSG00000272269
TNFRSF10D	ENSG00000173530
RTN4RL2	ENSG00000186907
BICDL1	ENSG00000135127
FAM20A	ENSG00000108950
MTERF4	ENSG00000122085
TMEM41B	ENSG00000166471
LRRC39	ENSG00000122477
ELOVL1	ENSG00000066322
TAF5	ENSG00000148835
	ENSG00000261098
CROCCP2	ENSG00000215908
UQCR10	ENSG00000184076
C5orf38	ENSG00000186493
	ENSG00000278895
TRIP11	ENSG00000100815
TRMT13	ENSG00000122435
ATP5MD	ENSG00000173915
ATP6V1H	ENSG00000047249
URI1	ENSG00000105176
MST1P2	ENSG00000186301
CASP8AP2	ENSG00000118412
TNFRSF10A	ENSG00000104689
KCNA7	ENSG00000104848
ISM1	ENSG00000101230
NBPF12	ENSG00000268043
UTP20	ENSG00000120800
SNRNP70	ENSG00000104852
C14orf119	ENSG00000179933
HNRNPR	ENSG00000125944
WIPI1	ENSG00000070540
SGK3	ENSG00000104205
	ENSG00000257181
ACIN1	ENSG00000100813
SEC61G	ENSG00000132432
FAM126A	ENSG00000122591
MDM2	ENSG00000135679
PCDHA4	ENSG00000204967
	ENSG00000246582
TRAF3IP1	ENSG00000204104
PAX5	ENSG00000196092
MBD2	ENSG00000134046
KTN1	ENSG00000126777
RBFADN	ENSG00000261126
JAG2	ENSG00000184916
KIF20B	ENSG00000138182
SPDL1	ENSG00000040275
SNED1	ENSG00000162804
SLC16A6	ENSG00000108932
FAM124A	ENSG00000150510
RBFA	ENSG00000101546
OBSL1	ENSG00000124006
	ENSG00000285304
PCDHA9	ENSG00000204961
PDXP	ENSG00000241360
C7orf26	ENSG00000146576
PSMB1	ENSG00000008018
ARPC5L	ENSG00000136950
SH3BP1	ENSG00000100092
STT3B	ENSG00000163527
LIN7B	ENSG00000104863
CLK4	ENSG00000113240
TBP	ENSG00000112592
NAPG	ENSG00000134265
DNAH10OS	ENSG00000250091
BMPR1A	ENSG00000107779
RPS4XP22	ENSG00000239830
KAT6B	ENSG00000156650
PPFIA3	ENSG00000177380
EIF3F	ENSG00000175390
ZXDC	ENSG00000070476
RAB15	ENSG00000139998
INTS6	ENSG00000102786
POPDC3	ENSG00000132429
ZBTB18	ENSG00000179456
ZDHHC8	ENSG00000099904
NUDT14	ENSG00000183828
MAGOHB	ENSG00000111196
INHA	ENSG00000123999
EIF1AXP1	ENSG00000236698
BVES	ENSG00000112276
LINC01588	ENSG00000214900
ZNF250	ENSG00000196150
ADSS2	ENSG00000035687
SPDYE3	ENSG00000214300
PPP2R5A	ENSG00000066027
CHURC1-FNTB	ENSG00000125954
POLI	ENSG00000101751
PDCD2	ENSG00000071994
STAG3L5P	ENSG00000242294
C8orf88	ENSG00000253250
ZNF853	ENSG00000236609
CZIB	ENSG00000162384
TMEM64	ENSG00000180694
MXRA8	ENSG00000162576
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752
PDCD6IP	ENSG00000170248
ASB1	ENSG00000065802
FNTB	ENSG00000257365
BOK	ENSG00000176720
NECAB1	ENSG00000123119
	ENSG00000236723
CPT2	ENSG00000157184
ZNF812P	ENSG00000224689
PILRA	ENSG00000085514
TATDN2	ENSG00000157014
ZNF436	ENSG00000125945
ZNF664	ENSG00000179195
CHURC1	ENSG00000258289
VCPKMT	ENSG00000100483
CBWD1	ENSG00000172785
ZNF678	ENSG00000181450
CFAP36	ENSG00000163001
ATP5MC2	ENSG00000135390
SEC13	ENSG00000157020
STING1	ENSG00000184584
DNA2	ENSG00000138346
FAM172A	ENSG00000113391
ATG16L1	ENSG00000085978
GPX2	ENSG00000176153
PILRB	ENSG00000121716
CAPZA2	ENSG00000198898
MAX	ENSG00000125952
RYR1	ENSG00000196218
ZNF316	ENSG00000205903
SP140	ENSG00000079263
TRPM4	ENSG00000130529
RRP9	ENSG00000114767
ODF2L	ENSG00000122417
ZNF12	ENSG00000164631
INTS6-AS1	ENSG00000236778
CCDC92	ENSG00000119242
IPO7	ENSG00000205339
IFI16	ENSG00000163565
	ENSG00000267002
	ENSG00000277283
RAB35	ENSG00000111737
NBR1	ENSG00000188554
MICAL1	ENSG00000135596
EEF1A1P7	ENSG00000268222
LINC01531	ENSG00000205786
RTN4R	ENSG00000040608
PDP1	ENSG00000164951
COCH	ENSG00000100473
AURKAIP1	ENSG00000175756
RFLNA	ENSG00000178882
RPSAP70	ENSG00000250327
FAM149A	ENSG00000109794
KIF24	ENSG00000186638
POU5F2	ENSG00000248483
IRX1	ENSG00000170549
INSYN2B	ENSG00000204767
	ENSG00000271420
DOCK2	ENSG00000134516
FFAR2	ENSG00000126262
CLEC4M	ENSG00000104938
HS3ST3B1	ENSG00000125430
	ENSG00000260763
NPTX1	ENSG00000171246
PMS2P1	ENSG00000078319
UBAP1	ENSG00000165006
LINGO1	ENSG00000169783
	ENSG00000286081
TESPA1	ENSG00000135426
YBX2	ENSG00000006047
ESPL1	ENSG00000135476
CASKIN1	ENSG00000167971
ZNF354A	ENSG00000169131
KCNMA1	ENSG00000156113
SLC2A4	ENSG00000181856
TRAF7	ENSG00000131653
VAMP4	ENSG00000117533
MYO5A	ENSG00000197535
MICOS10-NBL1	ENSG00000270136
IFT88	ENSG00000032742
	ENSG00000272410
EHD3	ENSG00000013016
RPTOR	ENSG00000141564
SLC4A11	ENSG00000088836
MICOS10	ENSG00000173436
NRDE2	ENSG00000119720
MRPS31	ENSG00000102738
ZNF354B	ENSG00000178338
BRCA1	ENSG00000012048
RGS12	ENSG00000159788
NEDD4L	ENSG00000049759
KIAA0825	ENSG00000185261
	ENSG00000285130
PARP3	ENSG00000041880
UBE2N	ENSG00000177889
TJP2	ENSG00000119139
PEF1	ENSG00000162517
PSMC1	ENSG00000100764
CAPZB	ENSG00000077549
SATB2	ENSG00000119042
SLC6A16	ENSG00000063127
ASCC2	ENSG00000100325
CWF19L2	ENSG00000152404
LTV1	ENSG00000135521
NUDT4	ENSG00000173598
COL16A1	ENSG00000084636
SLIT2	ENSG00000145147
SP110	ENSG00000135899
PHACTR2	ENSG00000112419
TWIST2	ENSG00000233608
LUC7L	ENSG00000007392
ZBTB24	ENSG00000112365
AP4S1	ENSG00000100478
ITPK1	ENSG00000100605
SLC43A1	ENSG00000149150
CNN1	ENSG00000130176
C3orf52	ENSG00000114529
PACC1	ENSG00000065600
POT1-AS1	ENSG00000224897
	ENSG00000249429
WRAP53	ENSG00000141499
GAP43	ENSG00000172020
ATG4B	ENSG00000168397
PKD1	ENSG00000008710
NBL1	ENSG00000158747
EEF1A1P29	ENSG00000215093
BACH2	ENSG00000112182
CPM	ENSG00000135678
CSPG4P13	ENSG00000260139
ADCYAP1R1	ENSG00000078549
CD37	ENSG00000104894
RCAN1	ENSG00000159200
	ENSG00000261924
HECTD1	ENSG00000092148
ITGA3	ENSG00000005884
HEY2	ENSG00000135547
CHMP6	ENSG00000176108
POT1	ENSG00000128513
	ENSG00000225963
SCAI	ENSG00000173611
DGCR6L	ENSG00000128185
EEF1AKMT1	ENSG00000150456
NRBP2	ENSG00000185189
	ENSG00000280351
FOXK2	ENSG00000141568
NENF	ENSG00000117691
ERCC3	ENSG00000163161
ELOF1	ENSG00000130165
MARK1	ENSG00000116141
BAIAP2-DT	ENSG00000226137
	ENSG00000151303
IL17D	ENSG00000172458
SNCG	ENSG00000173267
	ENSG00000278291
SLC35D1	ENSG00000116704
MMRN2	ENSG00000173269
ZNF627	ENSG00000198551
PIEZO2	ENSG00000154864
AKR1B15	ENSG00000227471
GOLGA1	ENSG00000136935
ACP5	ENSG00000102575
MEGF9	ENSG00000106780
NELFB	ENSG00000188986
ESR1	ENSG00000091831
WDR45B	ENSG00000141580
ADIRF-AS1	ENSG00000272734
KTN1-AS1	ENSG00000186615
	ENSG00000268686
ZNF674-AS1	ENSG00000230844
ADIRF	ENSG00000148671
ZNF674	ENSG00000251192
RND3	ENSG00000115963
EXOSC7	ENSG00000075914
TEAD2	ENSG00000074219
	ENSG00000275678
BAIAP2	ENSG00000175866
ZNF143	ENSG00000166478
LINC01672	ENSG00000228750
ZNF846	ENSG00000196605
	ENSG00000268858
	ENSG00000280422
SYNGAP1-AS1	ENSG00000274259
BPGM	ENSG00000172331
ZBTB9	ENSG00000213588
MED8	ENSG00000159479
SYNGAP1	ENSG00000197283
STRN3	ENSG00000196792
CC2D2A	ENSG00000048342
HELLS	ENSG00000119969
SLC25A15	ENSG00000102743
NMRAL1	ENSG00000153406
C1orf115	ENSG00000162817
ARHGEF4	ENSG00000136002
ZDHHC3	ENSG00000163812
ABI3BP	ENSG00000154175
LBR	ENSG00000143815
TIMM10	ENSG00000134809
HDAC4	ENSG00000068024
MTARC2	ENSG00000117791
TOR4A	ENSG00000198113
NRARP	ENSG00000198435
JMJD4	ENSG00000081692
HMCES	ENSG00000183624
	ENSG00000261845
UBE2L6	ENSG00000156587
TFE3	ENSG00000068323
GRM6	ENSG00000113262
TBC1D15	ENSG00000121749
FBXL12	ENSG00000127452
SNAP47	ENSG00000143740
MAP4K1	ENSG00000104814
ZNF879	ENSG00000234284
	ENSG00000275198
EEF1GP1	ENSG00000186676
GCN1	ENSG00000089154
AK9	ENSG00000155085
LRIG3	ENSG00000139263
C12orf10	ENSG00000139637
ABCF1	ENSG00000204574
TUG1	ENSG00000253352
CLEC3B	ENSG00000163815
TXNRD3	ENSG00000197763
CALCOCO2	ENSG00000136436
SYNE1	ENSG00000131018
HMOX2	ENSG00000103415
WNT9A	ENSG00000143816
RBBP8	ENSG00000101773
	ENSG00000238142
GAK	ENSG00000178950
NUP54	ENSG00000138750
CROCC	ENSG00000058453
ZNF354C	ENSG00000177932
ENTPD3-AS1	ENSG00000223797
	ENSG00000257605
ADAMTS2	ENSG00000087116
PFDN5	ENSG00000123349
PIANP	ENSG00000139200
FXN	ENSG00000165060
	ENSG00000215861
ABHD14A-ACY1	ENSG00000114786
ARF1	ENSG00000143761
KIDINS220	ENSG00000134313
TM7SF3	ENSG00000064115
PRKAB2	ENSG00000131791
C2CD3	ENSG00000168014
UBLCP1	ENSG00000164332
	ENSG00000274265
YIPF5	ENSG00000145817
AMDHD1	ENSG00000139344
RPL13AP25	ENSG00000136149
BRD3	ENSG00000169925
MMD	ENSG00000108960
THAP4	ENSG00000176946
MST1L	ENSG00000186715
GRIA1	ENSG00000155511
BRD3OS	ENSG00000235106
EAF1	ENSG00000144597
SAG	ENSG00000130561
RAB40B	ENSG00000141542
HYAL1	ENSG00000114378
	ENSG00000247903
	ENSG00000233539
SCART1	ENSG00000214279
METTL6	ENSG00000206562
CHMP7	ENSG00000147457
SLC17A7	ENSG00000104888
SLC44A2	ENSG00000129353
LSM8	ENSG00000128534
GAPDHP40	ENSG00000248626
ADRA1B	ENSG00000170214
PCIF1	ENSG00000100982
	ENSG00000286185
NOTCH2NLC	ENSG00000286219
RCOR2	ENSG00000167771
NBPF19	ENSG00000271383
SERPINB2	ENSG00000197632
CHROMR	ENSG00000223960
EAF1-AS1	ENSG00000249786
LRP8	ENSG00000157193
PHF20	ENSG00000025293
PPME1	ENSG00000214517
COLQ	ENSG00000206561
MSR1	ENSG00000038945
	ENSG00000260805
B3GNT10	ENSG00000214654
ABCA8	ENSG00000141338
FN3KRP	ENSG00000141560
FBXW2	ENSG00000119402
NOLC1	ENSG00000166197
FAM47E-STBD1	ENSG00000272414
TSPAN5	ENSG00000168785
UBE2D2	ENSG00000131508
PCTP	ENSG00000141179
ACY1	ENSG00000243989
	ENSG00000285796
CHD1L	ENSG00000131778
CEP104	ENSG00000116198
FAM47E	ENSG00000189157
	ENSG00000279345
BRD1	ENSG00000100425
RIC3	ENSG00000166405
FBXO38	ENSG00000145868
RPL32P3	ENSG00000251474
ST7	ENSG00000004866
PRKRA	ENSG00000180228
ZNF16	ENSG00000170631
SCARB2	ENSG00000138760
EVI5L	ENSG00000142459
NPIPA5	ENSG00000183793
	ENSG00000262410
FN3K	ENSG00000167363
MMP2	ENSG00000087245
FLT3LG	ENSG00000090554
APTX	ENSG00000137074
BZW1P2	ENSG00000198406
P4HA3	ENSG00000149380
CHST7	ENSG00000147119
ADNP2	ENSG00000101544
TUB	ENSG00000166402
CLCA2	ENSG00000137975
LSAMP	ENSG00000185565
EIF3K	ENSG00000178982
PDE2A	ENSG00000186642
USP41	ENSG00000161133
PTS	ENSG00000150787
SYNC	ENSG00000162520
AATK	ENSG00000181409
PKP2	ENSG00000057294
ZC3H7A	ENSG00000122299
EPB41L2	ENSG00000079819
TASP1	ENSG00000089123
LIN28A	ENSG00000131914
LGALS1	ENSG00000100097
TBC1D12	ENSG00000108239
TBC1D2	ENSG00000095383
SAMD12	ENSG00000177570
PMS2CL	ENSG00000187953
RBBP4	ENSG00000162521
VAX2	ENSG00000116035
ATF3	ENSG00000162772
	ENSG00000258881
ANKRD53	ENSG00000144031
APOL1	ENSG00000100342
NISCH	ENSG00000010322
NAA40	ENSG00000110583
PHC3	ENSG00000173889
SLC7A8	ENSG00000092068
ANAPC16	ENSG00000166295
	ENSG00000273387
SMTN	ENSG00000183963
CCP110	ENSG00000103540
RAD18	ENSG00000070950
NAGK	ENSG00000124357
CEP131	ENSG00000141577
FAM160B1	ENSG00000151553
CASP2	ENSG00000106144
MINDY3	ENSG00000148481
ASCC1	ENSG00000138303
ALDH16A1	ENSG00000161618
ABCA9	ENSG00000154258
SCAND1	ENSG00000171222
ENAH	ENSG00000154380
GALNT11	ENSG00000178234
STK11IP	ENSG00000144589
ABHD17B	ENSG00000107362
STBD1	ENSG00000118804
	ENSG00000279494
ZBED4	ENSG00000100426
GADD45G	ENSG00000130222
CLIC6	ENSG00000159212
LINC00641	ENSG00000258441
SSUH2	ENSG00000125046
STRN	ENSG00000115808
LINC01010	ENSG00000236700
RPL13A	ENSG00000142541
PARD6G-AS1	ENSG00000267270
COX8A	ENSG00000176340
	ENSG00000232310
	ENSG00000126500
DBT	ENSG00000137992
ATP8A2	ENSG00000132932
PARD6G	ENSG00000178184
MACROD1	ENSG00000133315
LINC02055	ENSG00000254101
SNRNP200	ENSG00000144028
ZNF252P	ENSG00000196922
PREP	ENSG00000085377
NOL12	ENSG00000273899
CAPN12	ENSG00000182472
DESI2	ENSG00000121644
ATP6V1B1-AS1	ENSG00000239322
SBF1	ENSG00000100241
TEX261	ENSG00000144043
OTUB1	ENSG00000167770
LINC01426	ENSG00000234380
PRR36	ENSG00000183248
ILF3-DT	ENSG00000267100
EPS8L2	ENSG00000177106
RTCA	ENSG00000137996
TRUB1	ENSG00000165832
PRELID2	ENSG00000186314
SLC9B2	ENSG00000164038
ANXA8	ENSG00000265190
ATP6V1B1	ENSG00000116039
TRIOBP	ENSG00000100106
CDC27	ENSG00000004897
PIH1D1	ENSG00000104872
ACTN4	ENSG00000130402
	ENSG00000286084
TYW3	ENSG00000162623
CLUH	ENSG00000132361
ELF1	ENSG00000120690
ARL1	ENSG00000120805
COX20	ENSG00000203667
HLX	ENSG00000136630
ZNF335	ENSG00000198026
C1D	ENSG00000197223
SH3RF2	ENSG00000156463
C9orf85	ENSG00000155621
CRYZ	ENSG00000116791
	ENSG00000278920
MTARC1	ENSG00000186205
R3HCC1	ENSG00000104679
PPP6R2	ENSG00000100239
HNRNPU	ENSG00000153187
TPX2	ENSG00000088325
NFATC3	ENSG00000072736
PPP1R13B	ENSG00000088808
ABCB1	ENSG00000085563
BDH2	ENSG00000164039
UBL5	ENSG00000198258
PLAGL1	ENSG00000118495
OR7E122P	ENSG00000215160
LARP1B	ENSG00000138709
	ENSG00000277287
ALG12	ENSG00000182858
ERCC6L2	ENSG00000182150
ZNF74	ENSG00000185252
	ENSG00000267892
	ENSG00000281904
LSP1P4	ENSG00000143429
NBR2	ENSG00000198496
SRP9	ENSG00000143742
LGALS4	ENSG00000171747
IKBKGP1	ENSG00000275882
YBX3	ENSG00000060138
AGAP9	ENSG00000204172
LAX1	ENSG00000122188
ABHD14A	ENSG00000248487
BATF3	ENSG00000123685
MAGOH	ENSG00000162385
WBP4	ENSG00000120688
ZFYVE21	ENSG00000100711
HASPIN	ENSG00000177602
OSBPL10	ENSG00000144645
ITGAE	ENSG00000083457
CRELD2	ENSG00000184164
MAP3K7	ENSG00000135341
ABHD14B	ENSG00000114779
RPS11	ENSG00000142534
TEPSIN	ENSG00000167302
SAMD14	ENSG00000167100
MOAP1	ENSG00000165943
CHCHD6	ENSG00000159685
SENP6	ENSG00000112701
HSPB1P1	ENSG00000236060
TMEM251	ENSG00000153485
TNFRSF11B	ENSG00000164761
GON7	ENSG00000170270
FCGRT	ENSG00000104870
PIGA	ENSG00000165195
UBR7	ENSG00000012963
RPS3	ENSG00000149273
VPS13A	ENSG00000197969
PCBP4	ENSG00000090097
LINC00092	ENSG00000225194
MRPL42	ENSG00000198015
LINC00476	ENSG00000175611
HNRNPDL	ENSG00000152795
MRPL34	ENSG00000130312
TPD52L2	ENSG00000101150
CAMTA1	ENSG00000171735
C20orf194	ENSG00000088854
PDK2	ENSG00000005882
RAD51	ENSG00000051180
TBCD	ENSG00000141556
